hostname,executable,timestamp,cmd_args,PCD_filename,Range Image,NARF keyp. detection,detected keyp.,NARF keyp. extraction,extracted keyp.,Total comp. time,desc. filename,keypoints filename
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:11:55.325005017 UTC,../../files/20231210_hofficecpt_5_filtered.pcd -r 0.3 -s 0.3f -min 0.2f -v -noise 0.3 ,../../files/20231210_hofficecpt_5_filtered.pcd,191.301 ms,39.3938 ms,6 key points,10.9389 ms,7 key points,241.633 ms,../../files/feature_desc/20231210_hofficecpt_5_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_5_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:12:06.662554222 UTC,../../files/20231210_hofficecpt_5_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_5_filtered.pcd,178.845 ms,20.673 ms,3 key points,0.844222 ms,5 key points,200.362 ms,../../files/feature_desc/20231210_hofficecpt_5_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_5_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:12:16.651859977 UTC,../../files/20231210_hofficecpt_4_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_4_filtered.pcd,184.849 ms,32.8664 ms,4 key points,2.12372 ms,5 key points,219.839 ms,../../files/feature_desc/20231210_hofficecpt_4_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_4_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:12:27.367268051 UTC,../../files/20231210_hofficecpt_6_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_6_filtered.pcd,178.352 ms,6.20247 ms,2 key points,1.66486 ms,3 key points,186.22 ms,../../files/feature_desc/20231210_hofficecpt_6_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_6_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:12:37.534186696 UTC,../../files/20231210_hofficecpt_7_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_7_filtered.pcd,185.624 ms,57.2454 ms,17 key points,64.8316 ms,21 key points,307.701 ms,../../files/feature_desc/20231210_hofficecpt_7_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_7_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:14:37.697259190 UTC,../../files/20231210_hofficecpt_8_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_8_filtered.pcd,188.374 ms,72.7003 ms,19 key points,71.3557 ms,21 key points,332.43 ms,../../files/feature_desc/20231210_hofficecpt_8_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_8_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:15:31.349639179 UTC,../../files/20231210_hofficecpt_9_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_9_filtered.pcd,190.678 ms,49.88 ms,12 key points,37.2438 ms,15 key points,277.802 ms,../../files/feature_desc/20231210_hofficecpt_9_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_9_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:16:39.150709138 UTC,../../files/20231210_hofficecpt_10_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_10_filtered.pcd,189.351 ms,47.941 ms,13 key points,51.167 ms,14 key points,288.459 ms,../../files/feature_desc/20231210_hofficecpt_10_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_10_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:17:22.173099130 UTC,../../files/20231210_hofficecpt_4_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 -m ,../../files/20231210_hofficecpt_4_filtered.pcd,194.3 ms,41.2045 ms,84 key points,49.7596 ms,101 key points,285.264 ms,../../files/feature_desc/20231210_hofficecpt_4_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_4_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:17:43.317241818 UTC,../../files/20231210_hofficecpt_11_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_11_filtered.pcd,188.47 ms,18.9658 ms,3 key points,4.68108 ms,3 key points,212.116 ms,../../files/feature_desc/20231210_hofficecpt_11_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_11_filtered_XYZ.pcd
